OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
5354,2021,ACURA,RDX,Automobile,BLU,,Monday,Y,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,11/28/2022 5:00:00 AM,11/28/2022 5:00:00 AM,2022,"QUEENSDALE AVE, 96M E OF BANNON WAY",East,5050123.02,Afternoon,Jessica Bradley,1400,1200,373136.2569,5023325.1382
5355,2020,JEEP (1989 AND AFTER),WRANGLER,Automobile,GRY,,Monday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,11/28/2022 5:00:00 AM,11/28/2022 5:00:00 AM,2022,"DEAN MARTIN CRES, GIBFORD DR",East,5050127.00,Morning,Jessica Bradley,1400,1000,370029.9542,5022882.406
5356,1999,FORD,,Van,WHIBLK,,Wednesday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,11/28/2022 5:00:00 AM,11/23/2022 5:00:00 AM,2022,"LAVERENDRYE DR, OGILVIE RD",East,5050120.03,Evening,Tim Tierney,900,2200,375411.9159,5035186.5876
5357,2010,FORD,,Van,WHI,,Monday,Y,Carlington,Ward 8 - College,Sector 21,11/28/2022 5:00:00 AM,11/28/2022 5:00:00 AM,2022,"COURTWOOD CRES E, WOODWARD DR",Central,5050022.00,Morning,Laine Johnson,800,800,363554.2785,5026116.3133
5358,2021,JEEP (1989 AND AFTER),,Truck,GRY,70000,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,11/28/2022 5:00:00 AM,11/27/2022 5:00:00 AM,2022,"TADLEY PRIV, TIPPERARY PRIV",West,5050141.11,Evening,Wilson Lo,700,2200,364039.2372,5015334.8826
5359,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Sunday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,11/28/2022 5:00:00 AM,11/27/2022 5:00:00 AM,2022,"CHAPEL ST, TEMPLETON ST",Central,5050051.00,Evening,Stéphanie Plante,1000,1800,369440.9028,5031735.5725
5360,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,,Tuesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,11/29/2022 5:00:00 AM,11/29/2022 5:00:00 AM,2022,"CANYON WALK DR, COVE ISLAND TER",East,5050126.05,Night,Steve Desroches,500,400,368545.3653,5016221.0911
5361,2018,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLK,,Monday,N,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,11/29/2022 5:00:00 AM,11/28/2022 5:00:00 AM,2022,"CHESTERTON DR, MEADOWLANDS DR",West,5050132.00,Afternoon,Sean Devine,0,1700,365103.6531,5024006.8224
5362,2021,DODGE,,Automobile,BLK,,Tuesday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,11/29/2022 5:00:00 AM,11/29/2022 5:00:00 AM,2022,"LOCUST RIDGE, YELLOW BIRCH ST",East,5050125.06,Morning,Catherine Kitts,600,600,382323.0963,5033469.6403
5363,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,60000,Monday,N,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,11/29/2022 5:00:00 AM,11/28/2022 5:00:00 AM,2022,"CANTIN ST, ST. DENIS ST",Central,5050103.00,Afternoon,Stéphanie Plante,500,1600,370944.9035,5033850.5891
5364,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,40000,Monday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,11/29/2022 5:00:00 AM,11/28/2022 5:00:00 AM,2022,"HARBOUR VIEW ST, AQUAPASS PL, FELICIA CRES S",West,5050141.13,Evening,Wilson Lo,700,1900,366741.5478,5014804.9834
5365,,JEEP (1989 AND AFTER),,Suv,SIL,,Wednesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,11/30/2022 5:00:00 AM,11/30/2022 5:00:00 AM,2022,"MOUNTAIN ASH DR, OAK GROVE ST",West,5050141.08,Morning,Wilson Lo,700,700,366418.0188,5016893.7422
5366,2021,DODGE,RAM 1500 PU,Truck,GRY,,Wednesday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,11/30/2022 5:00:00 AM,11/30/2022 5:00:00 AM,2022,"CANOTEK RD, SHEFFORD RD",East,5050120.02,Morning,Tim Tierney,800,800,376029.9188,5035092.5846
5367,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLK,,Tuesday,Y,Hunt Club East - Western Community,Ward 10 - Gloucester-Southgate,Sector 35,11/30/2022 5:00:00 AM,11/29/2022 5:00:00 AM,2022,"DOWNPATRICK RD, SHANEGAL CRES S",East,5050127.00,Evening,Jessica Bradley,1000,1900,370416.9183,5022919.5019
5368,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,60000,Wednesday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,11/30/2022 5:00:00 AM,11/30/2022 5:00:00 AM,2022,"GRACEWOOD CRES, CREEKVIEW WAY W",East,5050126.03,Morning,Steve Desroches,800,800,374293.1504,5019657.5815
5369,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLK,,Tuesday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,11/30/2022 5:00:00 AM,11/29/2022 5:00:00 AM,2022,"BENDING WAY, TOURING WAY",West,5050141.12,Evening,David Hill,400,2200,364592.2581,5013842.0884
5370,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLU,,Tuesday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,11/30/2022 5:00:00 AM,11/29/2022 5:00:00 AM,2022,"BENDING WAY, BRANCH ST",West,5050141.12,Evening,David Hill,600,2300,364687.5083,5013978.9665
5371,2019,LEXUS,,Suv,GRY,,Tuesday,N,Greely,Ward 20 - Osgoode,Sector 36,11/30/2022 5:00:00 AM,11/29/2022 5:00:00 AM,2022,"MEADOW DR, REMINGTON WAY",East,5050190.02,Evening,George Darouze,900,2300,378351.9577,5014384.4431
5372,2021,RAM TRUCKS,1500 SPORT,Truck,BLK,,Tuesday,N,Carson Grove - Carson Meadows,Ward 13 - Rideau-Rockcliffe,Sector 32,11/30/2022 5:00:00 AM,11/29/2022 5:00:00 AM,2022,"BOREALIS CRES, GANNET ST",East,5050062.01,Evening,Rawlson King,1000,2100,372684.8062,5033395.937
5373,2015,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,BLU,,Sunday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 18 - Alta Vista,Sector 34,11/30/2022 5:00:00 AM,11/27/2022 5:00:00 AM,2022,"BAYCREST DR, CEDARWOOD DR",East,5050007.02,Morning,Marty Carr,200,700,371229.9182,5026788.5314
5374,2016,CHRYSLER/ CHRYSLER OUTBOARD CORPORATION,,Automobile,WHI,14000,Tuesday,N,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,11/30/2022 5:00:00 AM,11/29/2022 5:00:00 AM,2022,"COLUMBUS AVE, QUILL ST",Central,5050013.00,Evening,Rawlson King,800,2200,370713.4124,5032221.8665
5375,,MITSUBISHI,ECLIPSE,Automobile,GRY,,Monday,N,East Industrial,Ward 18 - Alta Vista,Sector 33,11/30/2022 5:00:00 AM,8/15/2022 5:00:00 AM,2022,"BOURASSA ST, GLADWIN CRES",East,5050011.01,Morning,Marty Carr,1100,1100,373351.9219,5029738.5497
5376,2013,CHEVROLET,EXPRESS,Van,BLU,,Thursday,N,Sarsfield,Ward 19 - Orléans South-Navan,Sector 37,12/1/2022 5:00:00 AM,12/1/2022 5:00:00 AM,2022,"DESSAINT ST, SARSFIELD RD",East,5050171.06,Night,Catherine Kitts,1600,500,395069.0254,5034589.5013
5377,2008,NISSAN,ALTIMA,Automobile,GRY,,Thursday,Y,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,12/1/2022 5:00:00 AM,12/1/2022 5:00:00 AM,2022,"GREENBANK RD, BELLMAN DR, BATEMAN DR",West,5050135.02,Evening,Sean Devine,200,2100,361256.8708,5021016.4825
5378,2021,JEEP (1989 AND AFTER),,Automobile,RED,,Wednesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/1/2022 5:00:00 AM,11/30/2022 5:00:00 AM,2022,"LINARIA WALK, FIELDFAIR WAY",East,5050171.10,Evening,Catherine Kitts,900,2200,386736.791,5036218.1341
5379,,CATERPILLAR INC,,Other,,,Wednesday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,12/1/2022 5:00:00 AM,11/30/2022 5:00:00 AM,2022,"HAXBY PRIV, TAPIOLA CRES",East,5050001.05,Morning,Jessica Bradley,1100,1100,372295.9242,5025603.5214
5380,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Suv,GRY,,Wednesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/1/2022 5:00:00 AM,11/30/2022 5:00:00 AM,2022,"MONARDIA WAY, WILLOW ASTER CIR",East,5050171.09,Evening,Catherine Kitts,700,2200,383602.8962,5033781.6803
5381,2010,CHEVROLET,IMPALA,Automobile,BLU,,Wednesday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,12/1/2022 5:00:00 AM,11/30/2022 5:00:00 AM,2022,"MATTAGAMI ST E, WALTHAM ST E",East,5050123.02,Evening,Jessica Bradley,900,2300,372286.0777,5023766.4368
5382,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,BLU,,Thursday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,12/1/2022 5:00:00 AM,12/1/2022 5:00:00 AM,2022,"BALLANTYNE DR, CELESTE WAY W",East,5050170.13,Night,Matthew Luloff,600,500,385624.686,5037212.9011
5383,2021,JEEP (1989 AND AFTER),,Truck,BLU,65000,Friday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,12/2/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,"AMHERST CRES, VALIANT ST",West,5050140.05,Morning,David Hill,700,700,363324.8751,5015140.4325
5384,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,RED,,Friday,N,Billings Bridge - Alta Vista,Ward 17 - Capital,Sector 34,12/2/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,"BILLINGS BRIDGESC RAMP SB, RIVERSIDE DR EB",East,5050004.00,Evening,Shawn Menard,1900,1800,369177.4926,5027784.5003
5385,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLK,50000,Friday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,12/2/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,"GRACEWOOD CRES, WILLOWBURN ST E",East,5050126.03,Night,Steve Desroches,500,500,374424.6024,5019905.1525
5386,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLK,,Friday,N,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,12/2/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,"UPLANDS DR, UPLANDS DR RAMP 24",East,5050127.00,Evening,Jessica Bradley,200,2300,371265.1901,5021354.1486
5387,2021,,,Truck,RED,,Friday,Y,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,12/2/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,"CANOTEK RD, SHEFFORD RD",East,5050120.02,Night,Tim Tierney,500,500,376029.9188,5035092.5846
5388,2020,JEEP (1989 AND AFTER),,Suv,GRY,,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/3/2022 5:00:00 AM,12/3/2022 5:00:00 AM,2022,"BEVINGTON WALK, FAIRLAKES WAY",East,5050171.09,Night,Catherine Kitts,700,0,384777.2581,5034267.0365
5389,2021,ACURA,RDX,Suv,WHI,,Friday,N,Greely,Ward 20 - Osgoode,Sector 36,12/3/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,"GREELY WEST DR, STAGECOACH RD",East,5050190.02,Morning,George Darouze,1200,1000,376157.9431,5012783.4307
5390,2017,HYUNDAI,,Automobile,GRY,,Saturday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,12/3/2022 5:00:00 AM,12/3/2022 5:00:00 AM,2022,"FRANK BENDER ST, INNES RD",East,5050125.06,Evening,Catherine Kitts,1900,1800,382124.2986,5035259.8882
5391,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,GRY,,Saturday,N,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,12/3/2022 5:00:00 AM,12/3/2022 5:00:00 AM,2022,"TRANSITWAY, TRANSITWAY, TRANSITWAY",West,5050160.06,Afternoon,Cathy Curry,1800,1600,351238.8695,5018951.2322
5392,2021,JEEP (1989 AND AFTER),,Automobile,BLK,,Thursday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/3/2022 5:00:00 AM,12/1/2022 5:00:00 AM,2022,"NESTLETON ST, CARACOLE WAY S",East,5050171.09,Evening,Catherine Kitts,600,2200,385741.4681,5035167.5344
5393,2020,JEEP (1989 AND AFTER),,Suv,WHI,,Friday,Y,Rockcliffe - Manor Park,Ward 13 - Rideau-Rockcliffe,Sector 25,12/3/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,"KILBARRY CRES, DUNVEGAN RD",Central,5050059.00,Evening,Rawlson King,1000,2300,370334.8987,5034955.6009
5394,2018,LEXUS,,Automobile,GRY,,Friday,N,Qualicum - Redwood Park,Ward 8 - College,Sector 15,12/3/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,"DRAPER AVE N, MORRISON DR N",West,5050027.00,Evening,Laine Johnson,1200,2000,360371.8691,5023131.5003
5395,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,WHI,,Saturday,N,Greely,Ward 20 - Osgoode,Sector 36,12/3/2022 5:00:00 AM,12/3/2022 5:00:00 AM,2022,"SUNCREST DR, WOODSTREAM DR",East,5050190.02,Night,George Darouze,1300,300,376295.6085,5013780.8969
5396,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,WHI,,Saturday,Y,Greely,Ward 20 - Osgoode,Sector 36,12/3/2022 5:00:00 AM,12/3/2022 5:00:00 AM,2022,"OLD PRESCOTT RD, SPARKLING LAKE WAY",East,5050190.02,Night,George Darouze,500,300,377460.7459,5014678.8412
5397,1992,U-HAUL CO.,,Trailer,WHI,,Monday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,12/3/2022 5:00:00 AM,11/28/2022 5:00:00 AM,2022,"BELFAST RD, COVENTRY RD",Central,5050012.00,Afternoon,Rawlson King,1600,1200,371523.9113,5031640.5684
5398,2009,JEEP (1989 AND AFTER),WRANGLER,Truck,RED,,Saturday,Y,Russell - Edwards,Ward 20 - Osgoode,Sector 37,12/3/2022 5:00:00 AM,12/3/2022 5:00:00 AM,2022,"BANK ST, RIDEAU RD",East,5050126.04,Evening,George Darouze,200,2200,376954.9521,5017843.4666
5399,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,GRY,,Saturday,N,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,12/4/2022 5:00:00 AM,12/3/2022 5:00:00 AM,2022,"CORDILLERA ST, CANADIAN SHIELD AVE",West,5050160.06,Evening,Cathy Curry,700,1900,351520.8913,5019568.4252
5400,2022,DODGE,RAM 1500 PU,Truck,GRY,,Sunday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/4/2022 5:00:00 AM,12/4/2022 5:00:00 AM,2022,"SOLEIL AVE, LUMINESCENCE WAY E",East,5050171.10,Night,Catherine Kitts,1200,300,386201.827,5035306.0373
5401,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLK,,Sunday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,12/4/2022 5:00:00 AM,12/4/2022 5:00:00 AM,2022,"INNES RD, 260 E OF FRANK BENDER ST, WALMART SC",East,5050125.06,Afternoon,Catherine Kitts,1400,1400,382348.8863,5035394.8228
5402,2020,LEXUS,RX300,Automobile,WHI,,Saturday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,12/4/2022 5:00:00 AM,12/3/2022 5:00:00 AM,2022,"BRIDLE PARK DR, FLINTRIDGE CRES E",West,5050161.05,Evening,Allan Hubley,900,2300,356045.4188,5016308.7127
5403,2021,CHEVROLET,SILVERADO,Truck,BLK,,Sunday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 17 - Capital,Sector 34,12/5/2022 5:00:00 AM,12/4/2022 5:00:00 AM,2022,GLENHAVEN PRIV,East,5050005.00,Afternoon,Shawn Menard,1300,1700,370013.8649,5026319.1516
5404,2022,DODGE,RAM 1500 PU,Truck,RED,67300,Monday,N,Orléans Industrial,Ward 2 - Orléans West-Innes,Sector 31,12/5/2022 5:00:00 AM,12/5/2022 5:00:00 AM,2022,"OR174 JEANNE D'A IC105R51, REGIONAL RD 174",East,5050124.01,Night,Laura Dudas,1000,300,379005.9252,5036769.5864
5405,2012,MAZDA,MAZDA 3,Automobile,,,Monday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,12/5/2022 5:00:00 AM,8/15/2022 5:00:00 AM,2022,Michael Street between Belfast Rd and Hkenaston St,East,5050011.01,Night,Marty Carr,1600,200,373066.1338,5030843.4938
5406,2017,NISSAN,PATHFINDER,Suv,WHI,35000,Sunday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,12/5/2022 5:00:00 AM,12/4/2022 5:00:00 AM,2022,"ST. LAURENT BLVD, ST. LAURENT BLVD SERVICE",East,5050010.00,Evening,Marty Carr,200,1800,373498.924,5029148.5448
5407,,,,Other,,,Friday,Y,Richmond,Ward 21 - Rideau-Jock,Sector 12,12/5/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,"EAGLESON RD, RUSHMORE RD",West,5050151.09,Evening,David Brown,1100,1800,356743.8221,5010543.3874
5408,2020,DODGE,RAM 1500 PU,Truck,GRY,,Monday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,12/5/2022 5:00:00 AM,12/5/2022 5:00:00 AM,2022,"TENTH LINE RD , 240 S OF CHARLEMAGNE BLVD/DES EPINETTES AVE, CANADIAN TIRE SC",East,5050170.08,Afternoon,Matthew Luloff,1400,1300,383736.373,5036676.4495
5409,2022,JEEP (1989 AND AFTER),,Automobile,DGR,74000,Monday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,12/5/2022 5:00:00 AM,12/5/2022 5:00:00 AM,2022,"HAZELNUT CRES, VERBENA CRES",East,5050126.03,Night,Steve Desroches,500,0,374072.6273,5019359.2504
5410,2015,HYUNDAI,,Automobile,BLU,,Monday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,12/5/2022 5:00:00 AM,12/5/2022 5:00:00 AM,2022,"DAPHNE CRES, STITTSVILLE MAIN ST",West,5050151.06,Afternoon,Glen Gower,1700,1700,350467.4397,5013073.6319
5411,2023,JEEP (1989 AND AFTER),,Automobile,RED,75000,Monday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,12/5/2022 5:00:00 AM,12/5/2022 5:00:00 AM,2022,"COVE ISLAND TER, WOLFE POINT WAY",East,5050126.05,Morning,Steve Desroches,700,700,368445.5784,5016027.3684
5412,2022,LEXUS,RX300,Suv,WHI,,Wednesday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,12/5/2022 5:00:00 AM,11/2/2022 5:00:00 AM,2022,"HARTHILL WAY, KIPPEN PL",West,5050141.12,Afternoon,David Hill,1400,1400,362728.9025,5013978.1635
5413,2020,DODGE,RAM 1500 PU,Automobile,WHI,64000,Tuesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/6/2022 5:00:00 AM,12/6/2022 5:00:00 AM,2022,"NACARAT ST, TUNGSTEN TERR",East,5050171.09,Morning,Catherine Kitts,600,600,383524.4878,5034970.5247
5414,2015,NISSAN,ROGUE,Automobile,,,Tuesday,Y,Centretown,Ward 14 - Somerset,Sector 23,12/6/2022 5:00:00 AM,12/6/2022 5:00:00 AM,2022,"JAMES ST, BANK ST",Central,5050038.00,Evening,Ariel Troster,200,2300,367834.0333,5030700.3193
5415,2016,RAM TRUCKS,,Truck,WHI,,Monday,N,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,12/6/2022 5:00:00 AM,12/5/2022 5:00:00 AM,2022,"HAXBY PRIV, TAPIOLA CRES",East,5050001.05,Evening,Jessica Bradley,1100,2200,372295.9242,5025603.5214
5416,2021,JEEP (1989 AND AFTER),CHEROKEE,Suv,BLK,60000,Tuesday,N,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,12/6/2022 5:00:00 AM,12/6/2022 5:00:00 AM,2022,"COTTONWOOD CRES W, OMER-LACASSE AVE W",East,5050170.04,Morning,Matthew Luloff,700,700,383054.9456,5036563.5643
5417,2011,CHEVROLET,,Truck,WHI,,Tuesday,N,Greenbelt - Mer Bleue,Ward 10 - Gloucester-Southgate,Sector 31,12/6/2022 5:00:00 AM,12/6/2022 5:00:00 AM,2022,"RAMSAYVILLE RD, WALKLEY EXTENSION RD",East,5050125.03,Morning,Jessica Bradley,1300,1100,376464.9355,5029419.5406
5418,2021,VOLKSWAGEN,TIGUAN,Suv,BLU,,Monday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,12/6/2022 5:00:00 AM,11/7/2022 5:00:00 AM,2022,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,,Jessica Bradley,1600,,370343.1152,5020748.3233
5419,2020,JEEP (1989 AND AFTER),GRAND CHEROKEE,Suv,WHI,96000,Monday,N,Island Park,Ward 15 - Kitchissippi,Sector 21,12/6/2022 5:00:00 AM,12/5/2022 5:00:00 AM,2022,"CLEARVIEW AVE, PATRICIA AVE N",Central,5050045.00,Evening,Jeff Leiper,600,2000,363635.8846,5029489.5571
5420,,,,Automobile,,,Monday,Y,Glen Cairn - Kanata South Business Park,Ward 23 - Kanata South,Sector 13,12/6/2022 5:00:00 AM,12/5/2022 5:00:00 AM,2022,"EAGLESON RD, 146 N OF ABBEYHILL DR, HAZELDEAN MALL SC",West,5050162.01,Afternoon,Allan Hubley,1200,1200,353773.4338,5018171.1791
5421,2021,JEEP (1989 AND AFTER),,Suv,WHI,66000,Wednesday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,"WOODY POINT DR, COYOTE BRUSH LANE",East,5050126.06,Night,Steve Desroches,800,400,369707.471,5016116.5072
5422,2020,JEEP (1989 AND AFTER),,Motor Home,BLK,,Wednesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,"L'ESTURGEON, HEPATICA WAY",East,5050171.09,Morning,Catherine Kitts,800,800,383936.692,5034198.175
5423,2021,HYUNDAI,,Automobile,WHI,,Wednesday,Y,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,"BYWARD MARKET, CLARENCE ST",Central,5050054.00,Morning,Stéphanie Plante,1000,1000,367888.896,5032405.5814
5424,2015,"HONDA/AMERICAN HONDA MOTOR CO.,",FIT,Automobile,RED,,Wednesday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,"INDUSTRIAL AVE, 400 M EAST OF TRAINYARDS DR",East,5050011.01,Morning,Marty Carr,1200,800,372091.3994,5030429.8812
5425,2021,JEEP (1989 AND AFTER),WRANGLER,Suv,BLK,10000,Wednesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,"ARDMORE ST, MARETH WAY",East,5050126.04,Morning,Steve Desroches,1000,1000,367856.2625,5014134.0967
5426,2018,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,WHI,,Wednesday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,"MEADOWBREEZE DR, TISBURY PRIV",West,5050161.06,Night,Allan Hubley,0,0,355783.9986,5015035.0807
5427,2023,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLK,,Wednesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,,East,5050171.09,Night,Catherine Kitts,300,100,384436.5609,5034490.4766
5428,2021,JEEP (1989 AND AFTER),WRANGLER,Automobile,WHI,65000,Wednesday,N,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,"RIDGELEA PL, RIVERCREST DR",East,5050125.04,Night,Laura Dudas,300,300,379606.933,5035236.5704
5429,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,GRY,,Tuesday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,12/7/2022 5:00:00 AM,12/6/2022 5:00:00 AM,2022,"BEECHGROVE AVE, CHURCHILL AVE",Central,5050045.00,Afternoon,Jeff Leiper,800,1700,362940.8827,5028908.5521
5430,2021,RAM TRUCKS,,Truck,GRY,,Wednesday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,"BANK ST, HUNT CLUB RD",East,5050001.04,Morning,Jessica Bradley,1400,1100,371608.9231,5024095.5107
5431,2006,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,BGE,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,12/8/2022 5:00:00 AM,12/8/2022 5:00:00 AM,2022,"HAZELNUT CRES, VERBENA CRES",East,5050126.03,Morning,Steve Desroches,700,700,373992.6197,5019314.0224
