OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
83,2007,HYUNDAI,TUCSON,Suv,RED,,Tuesday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/19/2019 5:00:00 AM,6/18/2019 5:00:00 AM,2019,"BAY ST, MCLEOD ST",Central,5050039.00,Evening,Ariel Troster,800,2100,367505.899,5030217.5618
84,2006,LEXUS,RX300,Suv,BGE,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/21/2019 5:00:00 AM,6/20/2019 5:00:00 AM,2019,"ROLLING RIVER CRES, SHORELINE DR",East,5050126.05,Evening,Steve Desroches,1000,2000,367995.1625,5015441.8413
85,2015,BMW,,Automobile,BLK,,Saturday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,6/22/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"SHINLEAF CRES, TOURNESOLS, COUR DES",East,5050125.06,Night,Catherine Kitts,200,200,382159.1545,5033314.3471
86,2014,SUBARU,CROSSTREK,Automobile,GRY,28000,Friday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,6/22/2019 5:00:00 AM,6/21/2019 5:00:00 AM,2019,"HINTONBURG PL, HINTONBURG PL",Central,5050046.00,Evening,Jeff Leiper,900,2100,365808.3432,5030072.1368
87,2016,CADILLAC,,Suv,BLK,,Saturday,Y,Greely,Ward 20 - Osgoode,Sector 36,6/22/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"LAKES PARK DR, THUNDERBIRD DR",East,5050190.02,Night,George Darouze,900,400,377049.9508,5014824.446
88,2008,NISSAN,ROGUE,Suv,RED,,Saturday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/23/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"SHORELINE DR, WILD SHORE CRES",East,5050126.05,Evening,Steve Desroches,900,1800,367833.5064,5015044.4444
89,2013,HYUNDAI,SONATA,Automobile,WHI,,Saturday,Y,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,6/23/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"BELCOURT BLVD, LEBLANC DR, BARSONA PL",East,5050125.05,Evening,Laura Dudas,600,2200,381423.9357,5036996.5761
90,2017,HYUNDAI,,Automobile,GRY,,Sunday,Y,Metcalfe,Ward 20 - Osgoode,Sector 36,6/23/2019 5:00:00 AM,6/23/2019 5:00:00 AM,2019,"NOVA LUX WAY, VAN RENS ST",East,5050190.01,Afternoon,George Darouze,200,1400,386501.7532,5010942.8804
91,2007,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,WHI,,Sunday,Y,West Centertown,Ward 14 - Somerset,Sector 22,6/24/2019 5:00:00 AM,6/23/2019 5:00:00 AM,2019,"GLADSTONE AVE, CAMBRIDGE ST E",Central,5050042.00,Evening,Ariel Troster,700,2000,367068.0285,5030035.149
92,,,,Other,WHI,,Monday,N,Riverside Park,Ward 16 - River,Sector 34,6/24/2019 5:00:00 AM,6/24/2019 5:00:00 AM,2019,"RIVERSIDE DR, BROOKFIELD RD, HOG'S BACK RD",East,5050003.00,Evening,Riley Brockington,200,2100,368167.9057,5026221.5285
93,,,,Other,BLK,300,Saturday,N,Carlington,Ward 16 - River,Sector 21,6/24/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"CHATELAIN AVE, LARKIN ST",Central,5050022.00,Evening,Riley Brockington,800,1800,364408.8893,5026496.5305
94,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,GRY,53786,Monday,N,Stittsville,Ward 6 - Stittsville,Sector 13,6/24/2019 5:00:00 AM,6/24/2019 5:00:00 AM,2019,"HWY417 IC142 RAMP52, PALLADIUM DR",West,5050300.00,Morning,Glen Gower,1000,1000,349054.6778,5017058.5116
95,2002,SUBARU,WRX,Automobile,BLK,,Tuesday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,6/25/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"RICHELIEU AVE, ALTHA AVE",Central,5050102.00,Night,Stéphanie Plante,300,300,370693.9046,5033142.5831
96,2005,PONTIAC,SUNFIRE,Automobile,SIL,3000,Tuesday,Y,Centrepointe,Ward 8 - College,Sector 15,6/25/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"NAVAHO DR, WOODROFFE AVE, TRANSITWAY N BASELINE ST",West,5050137.05,Afternoon,Laine Johnson,1600,1400,362706.4355,5023491.7982
97,2012,MERCEDES-BENZ,,Automobile,BLK,23000,Tuesday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,6/26/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"NAVAN RD , MER BLEUE RD W",East,5050125.06,Evening,Catherine Kitts,1100,1800,384006.6231,5032253.6516
98,,,,Other,,,Tuesday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,6/26/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"HALLDORSON CRES N, KNUDSON DR N",West,5050160.07,Evening,Cathy Curry,800,2200,351016.8065,5020705.4791
99,1967,,,Automobile,RED,,Wednesday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,6/26/2019 5:00:00 AM,6/26/2019 5:00:00 AM,2019,"CARLING AVE, DOANE ST",West,5050029.00,Evening,Theresa Kavanagh,200,2300,359494.8652,5024302.51
100,2016,BMW,,Automobile,BLK,,Wednesday,Y,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/26/2019 5:00:00 AM,6/26/2019 5:00:00 AM,2019,"JAMES NAISMITH DR, TELESAT CRT",East,5050122.02,Morning,Tim Tierney,1000,1000,374729.6589,5032453.2601
101,2014,,,Atv (4 Wheeler),GRY,,Tuesday,N,Metcalfe,Ward 20 - Osgoode,Sector 36,6/26/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"CENOTE RD, MAYORS WAY",East,5050190.02,Evening,George Darouze,800,1900,380791.8584,5012683.1239
102,1993,CHEVROLET,C/K 1500,Suv,DGR,,Friday,Y,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,6/28/2019 5:00:00 AM,6/28/2019 5:00:00 AM,2019,"PLEASANT PARK RD, ST. LAURENT BLVD",East,5050010.00,Afternoon,Marty Carr,1900,1500,373599.6504,5028795.6337
103,2008,CHEVROLET,SILVERADO,Truck,BLK,,Thursday,Y,Constance Bay,Ward 5 - West Carleton-March,Sector 11,6/28/2019 5:00:00 AM,6/27/2019 5:00:00 AM,2019,"FIRESIDE DR, LEN PURCELL DR",West,5050302.00,Evening,Clarke Kelly,700,2000,337115.3495,5040385.5761
104,2004,MANAC INC.,,Trailer,WHI,,Monday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,6/28/2019 5:00:00 AM,6/24/2019 5:00:00 AM,2019,"HUMBER PL, SHEFFIELD RD",East,5050011.01,Morning,Marty Carr,200,700,374862.9287,5029549.5456
105,2018,LAND ROVER,RANGE ROVER,Suv,BLK,,Wednesday,Y,Civic Hospital-Central Park,Ward 15 - Kitchissippi,Sector 21,6/28/2019 5:00:00 AM,5/22/2019 5:00:00 AM,2019,"KENILWORTH ST, MACFARLANE AVE",Central,5050034.00,,Jeff Leiper,1400,,365593.8933,5028658.549
106,2008,ACURA,MDX,Automobile,GRY,12000,Thursday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,6/29/2019 5:00:00 AM,6/27/2019 5:00:00 AM,2019,"LIGHTFOOT PL, LOMBARDO DR",West,5050160.04,Afternoon,Allan Hubley,800,1700,352996.8151,5018307.4573
107,,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,SIL,,Saturday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/30/2019 5:00:00 AM,6/29/2019 5:00:00 AM,2019,"BAY ST, QUEEN ST",Central,5050048.00,Evening,Ariel Troster,1200,2300,366899.895,5031211.5715
108,2015,SUBARU,WRX,Automobile,SIL,,Wednesday,Y,Iris,Ward 8 - College,Sector 15,6/30/2019 5:00:00 AM,7/18/2018 5:00:00 AM,2019,"ADIRONDACK DR, TECUMSEH ST",West,5050026.00,Afternoon,Laine Johnson,200,1200,362228.8786,5024157.5099
109,2018,DODGE,,Van,WHI,,Sunday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/30/2019 5:00:00 AM,6/30/2019 5:00:00 AM,2019,"SPARKMAN AVE N, MONTMORENCY WAY",East,5050171.09,Night,Catherine Kitts,500,500,384746.4442,5034737.6355
110,2012,LAND ROVER,,Suv,WHI,,Wednesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/1/2019 5:00:00 AM,6/26/2019 5:00:00 AM,2019,"ALBION RD, QUINN RD, FENTON RD",East,5050126.03,,Steve Desroches,1900,,373631.4897,5020104.2214
111,2007,KAWASAKI MOTORS CORP. / SNOJET,,Motorcycle,BLK,,Sunday,N,Metcalfe,Ward 20 - Osgoode,Sector 36,7/1/2019 5:00:00 AM,6/30/2019 5:00:00 AM,2019,"JOHN QUINN RD, MITCH OWENS RD",East,5050190.01,Afternoon,George Darouze,1100,1600,380591.9722,5017700.4646
112,2010,GENERAL MOTORS CORP.,,Automobile,GRY,12000,Sunday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 18 - Alta Vista,Sector 34,7/1/2019 5:00:00 AM,6/30/2019 5:00:00 AM,2019,"BANK ST, COLLINS AVE, WILDWOOD AVE",East,5050005.00,Evening,Marty Carr,1000,1900,370053.8749,5026696.9505
113,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Monday,Y,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,7/1/2019 5:00:00 AM,7/1/2019 5:00:00 AM,2019,"ELLA ST, GORDON ST",Central,5050019.00,Night,Shawn Menard,1000,0,367787.9008,5028957.5511
114,2013,FORD,F150,Truck,WHI,,Tuesday,Y,Pierces Corners,Ward 21 - Rideau-Jock,Sector 12,7/2/2019 5:00:00 AM,7/2/2019 5:00:00 AM,2019,"ROGER STEVENS DR, MALAKOFF RD",West,5050200.01,Evening,David Brown,1900,1900,362227.8109,4996128.2559
115,2018,HYUNDAI,ELANTRA,Automobile,WHI,21000,Wednesday,Y,Orléans Central,Ward 1 - Orléans East-Cumberland,Sector 31,7/3/2019 5:00:00 AM,7/3/2019 5:00:00 AM,2019,"CENTRUM BLVD, 60M EAST OF BRISEBOIS CRES",East,5050170.10,Afternoon,Matthew Luloff,1800,1600,382099.2605,5038276.8553
116,,,,Other,,,Thursday,Y,Greenbelt - Mer Bleue,Ward 2 - Orléans West-Innes,Sector 31,7/4/2019 5:00:00 AM,7/4/2019 5:00:00 AM,2019,"REGIONAL RD 174 WB, TRANSITWAY - BLAIR RD",East,5050125.03,Evening,Laura Dudas,1800,1800,375547.0364,5033377.5523
117,2009,KUBOTA TRACTOR CORP.,,Other,ONG,,Thursday,N,Richmond,Ward 21 - Rideau-Jock,Sector 12,7/4/2019 5:00:00 AM,7/4/2019 5:00:00 AM,2019,"GARVIN RD, JOY'S RD E",West,5050151.03,Morning,David Brown,900,900,354385.5364,5005932.8563
118,2017,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,BLK,,Thursday,N,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,7/5/2019 5:00:00 AM,7/4/2019 5:00:00 AM,2019,"FAIRBANKS AVE, FROST AVE",East,5050006.00,Evening,Marty Carr,400,2300,370831.9135,5028750.5458
119,2005,DODGE,CARAVAN,Van,RED,,Friday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,7/6/2019 5:00:00 AM,7/5/2019 5:00:00 AM,2019,"VALLEY DR, DAKOTA AVE, FOLEY AVE",East,5050008.00,Afternoon,Marty Carr,1900,1500,373703.2337,5028176.8993
120,2021,CADILLAC,,Suv,BLK,,Saturday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/6/2019 5:00:00 AM,7/6/2019 5:00:00 AM,2019,"MATTINGLY WAY, SOUTHBRIDGE ST",East,5050126.04,Night,Steve Desroches,1200,200,367703.6665,5014529.9015
121,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,59000,Friday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,7/6/2019 5:00:00 AM,7/5/2019 5:00:00 AM,2019,"ELLEN AVE, HAIG DR",East,5050008.00,Evening,Marty Carr,1200,2100,372412.92,5028502.542
122,2007,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,GRY,,Sunday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/7/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"O'CONNOR ST, SOMERSET ST",Central,5050037.00,Morning,Ariel Troster,1100,1100,367855.899,5031011.5686
123,2014,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,29498,Monday,N,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"CROWNHILL ST, LEROY ST W",East,5050121.01,Night,Tim Tierney,800,100,374683.4048,5033412.8991
124,2011,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,WHI,,Monday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"BUCHANAN CRES, WOODWAY AVE",East,5050120.03,,Tim Tierney,900,,374294.909,5036104.6006
125,2011,HYUNDAI,ELANTRA,Automobile,GRY,1000,Sunday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,7/8/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"BRIDLEWOOD DR, SPEERS CRES E",West,5050161.03,Afternoon,Allan Hubley,900,1700,354789.8249,5017416.4494
126,2015,VOLKSWAGEN,,Automobile,WHI,,Sunday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/8/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"LYON ST N, NEPEAN ST",Central,5050040.00,Afternoon,Ariel Troster,800,1500,367236.5238,5030934.5109
127,,,,Other,BLU,,Monday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"CUMBERLAND ST, GEORGE ST",Central,5050054.00,,Stéphanie Plante,1600,,368325.8978,5032415.5803
128,1995,GENERAL MOTORS CORP.,SIERRA,Automobile,GRY,,Monday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"BANK ST, JOHNSTON RD, TRANSITWAY - GREENBORO",East,5050001.04,Afternoon,Jessica Bradley,1700,1700,370852.4322,5024837.4953
129,2017,FORD,F150,Truck,BLU,42000,Sunday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,7/9/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"SOUTH ST, THIRD ST",East,5050170.10,Evening,Matthew Luloff,1300,1800,383527.9385,5039090.5817
130,2018,LEXUS,,Suv,BLK,,Tuesday,N,Civic Hospital-Central Park,Ward 15 - Kitchissippi,Sector 21,7/9/2019 5:00:00 AM,7/9/2019 5:00:00 AM,2019,"LAURENTIAN PL E, OLD IRVING PL",Central,5050034.00,Night,Jeff Leiper,700,300,366112.8951,5028687.549
131,2019,CADILLAC,,Suv,BLK,,Thursday,N,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,7/9/2019 5:00:00 AM,6/27/2019 5:00:00 AM,2019,"CAPITAL DR, MERIVALE RD",West,5050130.01,Afternoon,Sean Devine,1100,1300,366087.0235,5020791.649
132,2017,LEXUS,,Suv,BLU,,Monday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,7/9/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"CRESCENT HEIGHTS, DOW'S LAKE RD",Central,5050019.00,Afternoon,Shawn Menard,900,1700,367401.9001,5028866.55
133,2019,HYUNDAI,ACCENT,Automobile,BLK,,Tuesday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,7/9/2019 5:00:00 AM,7/9/2019 5:00:00 AM,2019,"CORLEY PRIV, FAIRLEA CRES",East,5050001.01,Night,Jessica Bradley,100,100,372006.762,5026534.3572
134,2016,VOLKSWAGEN,PASSAT,Automobile,WHI,,Tuesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,7/10/2019 5:00:00 AM,7/9/2019 5:00:00 AM,2019,"OLDFIELD ST, WATERBRIDGE DR",West,5050141.09,Evening,Wilson Lo,1000,2300,366640.2727,5016089.7002
135,2013,,,Atv (4 Wheeler),BLK,13000,Sunday,N,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,7/10/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"ALBION RD, KINGSDALE AVE",East,5050123.01,Afternoon,Jessica Bradley,1800,1400,372416.9278,5022992.5029
136,2009,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,WHI,,Thursday,Y,Orléans Queenswood Heights,Ward 2 - Orléans West-Innes,Sector 31,7/11/2019 5:00:00 AM,7/11/2019 5:00:00 AM,2019,"DU GRAND BOIS AVE, WOODHAVEN HGTS",East,5050170.05,Night,Laura Dudas,900,0,383100.9475,5035983.5592
137,2006,MINI,COOPER,Automobile,BGE,,Sunday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,7/11/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"RUSSELL RD S, ST. LAURENT BLVD",East,5050010.00,Evening,Marty Carr,1900,2300,373569.9241,5029259.5457
138,2011,FORD,SPECIAL,Suv,BLK,,Thursday,N,Hunt Club East - Western Community,Ward 16 - River,Sector 35,7/11/2019 5:00:00 AM,7/11/2019 5:00:00 AM,2019,"LILLICO DR, UPLANDS DR",East,5050002.05,Evening,Riley Brockington,1900,1800,370029.8888,5023277.556
139,,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLK,,Sunday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/12/2019 5:00:00 AM,6/23/2019 5:00:00 AM,2019,"LEITRIM RD, ALBION RD",East,5050126.03,,Steve Desroches,1500,,373500.274,5020420.2836
140,2004,ACURA,,Automobile,SIL,,Thursday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/12/2019 5:00:00 AM,7/11/2019 5:00:00 AM,2019,"ARGYLE AVE E, METCALFE ST",Central,5050037.00,Morning,Ariel Troster,700,1100,368442.9019,5030640.5647
141,2014,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BRN,,Saturday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/13/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"SHORELINE DR, WILD SHORE CRES",East,5050126.05,Night,Steve Desroches,1000,0,367833.5064,5015044.4444
142,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,GRY,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/13/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,"SHORELINE DR, SCHOONER CRES E, SUGAR MAPLE DR E",East,5050126.05,Evening,Steve Desroches,1100,2300,368242.7954,5015170.8083
143,,,,Other,,,Saturday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,7/13/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"BYWARD MARKET, YORK ST",Central,5050054.00,Afternoon,Stéphanie Plante,1700,1400,367944.8971,5032327.5804
144,1999,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,GRY,,Saturday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,7/13/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"OTHELLO AVE, PLEASANT PARK RD",East,5050008.00,Night,Marty Carr,1000,200,373447.5606,5028734.9192
145,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,46000,Saturday,N,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/14/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"CLOVERLAWN CRES, ELMLEA DR",East,5050121.01,Evening,Tim Tierney,1200,2200,375089.9189,5033696.5761
146,2013,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,SIL,,Saturday,Y,Crestview - Meadowlands,Ward 8 - College,Sector 17,7/14/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"PENDER ST, STARWOOD RD",West,5050133.00,Evening,Laine Johnson,1800,2000,364064.6236,5024416.6188
147,1934,FORD,DELUXE,Automobile,CRM,,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,7/14/2019 5:00:00 AM,7/14/2019 5:00:00 AM,2019,MARKET PL:100m E OF RIOCAN,West,5050141.12,,David Hill,,,364383.7477,5014813.4073
148,2008,GENERAL MOTORS CORP.,SIERRA,Automobile,BLU,,Monday,Y,Westboro,Ward 16 - River,Sector 21,7/15/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,"HIGHWAY 417, HWY 417 CARLING IC124R76",Central,5050025.00,Afternoon,Riley Brockington,1200,1200,364036.6085,5027021.3993
149,,,,Other,PNK,,Sunday,N,Ottawa South,Ward 17 - Capital,Sector 22,7/15/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"CAMERON AVE, RIVERDALE AVE",Central,5050016.00,Evening,Shawn Menard,1100,2200,369085.9805,5028344.6942
150,2010,FORD,,Van,WHI,7000,Friday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,7/15/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,"FAIRLEA CRES, HEATHERINGTON RD N",East,5050001.01,Afternoon,Jessica Bradley,1700,1700,371809.9211,5026691.5292
151,2010,DODGE,CARAVAN,Automobile,BLU,10000,Sunday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,7/15/2019 5:00:00 AM,7/14/2019 5:00:00 AM,2019,"BRADLEY COLE PRIV, MOXLEY PRIV",East,5050001.07,Evening,Jessica Bradley,1100,2200,374219.8961,5025815.3796
152,,,,Other,,,Friday,N,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,7/15/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,"HERITAGE MAPLE WAY, OLMSTEAD ST",Central,5050101.00,Afternoon,Stéphanie Plante,1000,1500,370468.3636,5032866.7972
153,2010,BMW,328IS,Automobile,,,Friday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,7/15/2019 5:00:00 AM,6/7/2019 5:00:00 AM,2019,"WISTERIA CRES, WISTERIA CRES",East,5050127.00,Afternoon,Jessica Bradley,1400,1400,369792.1834,5022776.9491
154,2008,PORSCHE,,Automobile,BLK,15000,Tuesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,7/17/2019 5:00:00 AM,7/16/2019 5:00:00 AM,2019,"MONARDIA WAY, WILLOW ASTER CIR",East,5050171.09,Evening,Catherine Kitts,1400,2200,383602.8962,5033781.6803
155,2013,SUBARU,CROSSTREK,Automobile,BGE,,Wednesday,Y,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/17/2019 5:00:00 AM,7/17/2019 5:00:00 AM,2019,"APPLETON DR, TAFT ST",East,5050122.02,Night,Tim Tierney,800,0,375135.9238,5032085.5631
156,2013,DODGE,AVENGER,Automobile,SIL,,Monday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/17/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,"KENT ST, SLATER ST",Central,5050048.00,Afternoon,Ariel Troster,200,1200,367263.3964,5031252.5105
157,2013,INTERNATIONAL HARVESTER CO./ CUB CADET/ CUSTOM SCO,,Van,WHI,,Saturday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,7/17/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"MOJAVE CRES, CHEROKEE WAY",West,5050151.07,,Glen Gower,1700,,349653.8797,5015453.6491
158,2008,FORD,,Van,WHI,,Wednesday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/17/2019 5:00:00 AM,7/17/2019 5:00:00 AM,2019,"CATHERINE ST, KENT ST",Central,5050039.00,Night,Ariel Troster,1200,400,367908.5473,5030187.8913
159,2004,FORD,,Truck,WHI,,Wednesday,Y,Russell - Edwards,Ward 20 - Osgoode,Sector 37,7/18/2019 5:00:00 AM,7/17/2019 5:00:00 AM,2019,"BOUNDARY RD, ENTREPRENEUR CRES",East,5050171.03,Evening,George Darouze,600,2300,387983.6432,5022380.5554
160,,,,Other,YEL,2033,Monday,N,Stittsville,Ward 6 - Stittsville,Sector 13,7/18/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,ROGER GRIFFITHS AVE,West,5050151.07,Evening,Glen Gower,900,2200,351309.3324,5016605.7519
161,2010,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,,2500,Monday,Y,Russell - Edwards,Ward 20 - Osgoode,Sector 37,7/18/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,"DONCASTER RD, RIDEAU RD",East,5050126.04,Morning,George Darouze,1000,1000,378122.9587,5018524.4704
162,2005,GENERAL MOTORS CORP.,JIMMY,Suv,RED,,Thursday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/19/2019 5:00:00 AM,7/18/2019 5:00:00 AM,2019,"CANOTEK RD, RAINBOW ST",East,5050120.02,Afternoon,Tim Tierney,900,1700,376228.9196,5035169.5846
163,,,,Motorcycle,BLK,2167,Thursday,N,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,7/19/2019 5:00:00 AM,7/18/2019 5:00:00 AM,2019,"BRITTANY DR, COLEFORD PL",East,5050060.00,Evening,Rawlson King,1900,2100,371433.9034,5034363.5931
164,,,,Other,GRY,,Friday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,7/19/2019 5:00:00 AM,7/19/2019 5:00:00 AM,2019,"BESSERER ST, FRIEL ST",Central,5050053.00,Evening,Stéphanie Plante,200,1900,368810.8988,5032498.5803
165,2008,JEEP (1989 AND AFTER),PATRIOT,Suv,SIL,,Thursday,Y,Carlington,Ward 16 - River,Sector 21,7/19/2019 5:00:00 AM,7/18/2019 5:00:00 AM,2019,"PANET ST, SHILLINGTON AVE",Central,5050021.00,Evening,Riley Brockington,,2300,364935.8914,5026862.5346
